title,price,area,property_url,page_number,property_index,scraped_at,posting_date_text,parsed_posting_date,bathrooms,balcony,property_type,furnishing,floor_details,locality,society,status,facing,parking,ownership,transaction,overlooking,data_quality_score,validation_issues,is_valid
3 BHK Apartment for Sale in Sector 83 Gurgaon,1.90 Cr,1241 sqft,https://www.magicbricks.com/sas-arcadia-sector-83-gurgaon-pdpid-4d4235303130333832,15,13,2025-08-12 17:51:09.688687,Updated 1 week ago,2025-08-05 17:51:09.687725,3,3,3 BHK,Semi-Furnished,2 out of 3,,SAS Arcadia,Ready to Move,,,,Resale,,89.5,[],True
4 BHK Apartment for Sale in Sector 69 Gurgaon,3.30 Cr,1800 sqft,https://www.magicbricks.com/tulip-violet-sector-69-gurgaon-pdpid-4d4235303137313639,15,16,2025-08-12 17:51:09.691292,Updated 4 days ago,2025-08-08 17:51:09.690363,4,2,4 BHK,Furnished,11 out of 14,,Tulip Violet,Ready to Move,,,,Resale,Garden/Park,94.7,[],True
"3 BHK Apartment for Sale in Sector 37D, Delhi Gurgaon Expressway Gurgaon",1.70 Cr,1725 sqft,https://www.magicbricks.com/ramprastha-the-skyz-sector-37d-gurgaon-pdpid-4d4235303239373538,15,18,2025-08-12 17:51:09.693182,Updated 1 week ago,2025-08-05 17:51:09.692327,3,,3 BHK,Semi-Furnished,2 out of 18,,Ramprastha The Skyz,,,,,Resale,,78.9,[],True
3 BHK Apartment for Sale in Sector 78 Gurgaon,1.75 Cr,1726 sqft,https://www.magicbricks.com/umang-monsoon-breeze-sector-78-gurgaon-pdpid-4d4235303137303135,15,19,2025-08-12 17:51:09.694725,Updated 1 week ago,2025-08-05 17:51:09.693741,2,,3 BHK,Semi-Furnished,6 out of 11,,Umang Monsoon Breeze,Ready to Move,,,,Resale,,84.2,[],True
3 BHK Apartment for Sale in Sector 103 Gurgaon,2.20 Cr,1875 sqft,https://www.magicbricks.com/oxirich-chintamani-sector-103-gurgaon-pdpid-4d4235343037393131,15,20,2025-08-12 17:51:09.696243,Updated 3 days ago,2025-08-09 17:51:09.695250,3,,3 BHK,Semi-Furnished,7 out of 22,,Oxirich Chintamani,,,,,Resale,,78.9,[],True
3 BHK Apartment for Sale in Sector 54 Gurgaon,6.75 Cr,1875 sqft,https://www.magicbricks.com/dlf-park-place-sector-54-gurgaon-pdpid-4d4235303031373531,15,22,2025-08-12 17:51:09.698551,Updated 1 week ago,2025-08-05 17:51:09.697518,3,,3 BHK,Semi-Furnished,10 out of 10,,DLF Park Place,Ready to Move,East,,Freehold,Resale,Garden/Park,100.0,[],True
4 BHK Villa for Sale in Sector 92 Gurgaon,4.99 Cr,3200 sqft,https://www.magicbricks.com/ansal-heights-sector-92-gurgaon-pdpid-4d4235303031323031,15,24,2025-08-12 17:51:09.701293,Updated 7 days ago,2025-08-05 17:51:09.699663,4,4,4 BHK,Unfurnished,,,Ansal Heights,Ready to Move,North - East,"1 Covered,",Freehold,Resale,,100.0,[],True
3 BHK Apartment for Sale in Block U Phase 3 DLF Gurgaon,2.30 Cr,1260 sqft,https://www.magicbricks.com/pink-town-houses-block-u-phase-3-dlf-gurgaon-pdpid-4d4235303031343938,15,26,2025-08-12 17:51:09.703772,Updated 1 week ago,2025-08-05 17:51:09.702466,2,4,3 BHK,Semi-Furnished,1 out of 3,,Pink Town Houses,Ready to Move,East,1 Open,Freehold,Resale,Main Road,110.5,[],True
3 BHK Apartment for Sale in Sector 67A Gurgaon,2.75 Cr,1419 sqft,https://www.magicbricks.com/ireo-the-corridors-sector-67a-gurgaon-pdpid-4d4235303231363539,15,27,2025-08-12 17:51:09.705600,Updated 1 week ago,2025-08-05 17:51:09.704460,3,2,3 BHK,Semi-Furnished,5 out of 14,,Ireo The Corridors,Ready to Move,South -West,,Freehold,Resale,"Garden/Park, Main Road",105.3,[],True
Plot/Land for Sale in Sultanpur Gurgaon,10 Lac,450 sqft,https://www.magicbricks.com/om-kunj-sultanpur-gurgaon-pdpid-4d4235323035313033,15,28,2025-08-12 17:51:09.707094,Updated 3 days ago,2025-08-09 17:51:09.706128,,,Plot,,,,OM Kunj,,15 m,,Freehold,Resale,,73.7,[],True
4 BHK Apartment for Sale in Sector 109 Gurgaon,2.60 Cr,2433 sqft,https://www.magicbricks.com/brisk-lumbini-terrace-homes-sector-109-gurgaon-pdpid-4d4235303233313235,15,30,2025-08-12 17:51:09.709485,Updated 3 days ago,2025-08-09 17:51:09.708435,4,1,4 BHK,Semi-Furnished,1 out of 13,,Brisk Lumbini Terrace Homes,Ready to Move,,"1 Covered,",Freehold,Resale,"Garden/Park, Main Road",105.3,[],True
"3 BHK Apartment for Sale in Mianwali Colony, Sector 12A Gurgaon",1.40 Cr,1800 sqft,https://www.magicbricks.com/project-mianwali-colony-mianwali-colony-gurgaon-pdpid-4d4235303737383331,16,1,2025-08-12 17:51:16.560316,Updated 1 week ago,2025-08-05 17:51:16.559354,3,2,3 BHK,Semi-Furnished,1 out of 4,,Project Mianwali Colony,Ready to Move,South,,Freehold,Resale,Garden/Park,105.3,[],True
Plot/Land for Sale in Sector 95 Gurgaon,1.44 Cr,1296 sqft,https://www.magicbricks.com/jms-the-nation-sector-95-gurgaon-pdpid-4d4235333239383437,16,3,2025-08-12 17:51:16.562061,Updated 1 week ago,2025-08-05 17:51:16.561333,,,Plot,,,,JMS The Nation,,9 m,,Freehold,Resale,,73.7,[],True
4 BHK Apartment for Sale in Sector 70 Gurgaon,4.63 Cr,3090 sqft,https://www.magicbricks.com/tulip-crimson-sector-70-gurgaon-pdpid-4d4235343233353339,16,9,2025-08-12 17:51:16.566559,"Posted: Jul 31, '25",,4,,4 BHK,Furnished,4 out of 36,,Tulip Crimson,,North,2 Covered,Freehold,New Property,"Garden/Park, Pool, Main Road",94.7,[],True
4 BHK Apartment for Sale in Sector 63 Gurgaon,9.06 Cr,2900 sqft,https://www.magicbricks.com/the-sixty-three-sector-63-gurgaon-pdpid-4d4235333934323635,16,10,2025-08-12 17:51:16.568069,Updated 1 week ago,2025-08-05 17:51:16.567094,6,6,4 BHK,Unfurnished,Ground out of 40,,THE SIXTY THREE,,North - East,,Freehold,Resale,"Garden/Park, Pool, Main Road",100.0,[],True
Plot/Land for Sale in Sector 14 Sohna Gurgaon,85 Lac,1125 sqft,https://www.magicbricks.com/raheja-akshara-sohna-sector-14-gurgaon-pdpid-4d4235313232313237,16,11,2025-08-12 17:51:16.569394,Posted: 3 months ago,2025-05-14 17:51:16.568564,,,Plot,,,,Raheja Akshara,,Read more,,Leasehold,Resale,Main Road,78.9,[],True
3 BHK Apartment for Sale in Sector 79 Gurgaon,2 Cr,1325 sqft,https://www.magicbricks.com/signature-global-city-79b-sector-79-gurgaon-pdpid-4d4235343137363037,16,13,2025-08-12 17:51:16.571157,Posted: 3 months ago,2025-05-14 17:51:16.570331,3,,3 BHK,Semi-Furnished,1 out of 4,,Signature Global City 79B,,,,Freehold,Resale,,84.2,[],True
3 BHK Apartment for Sale in Sector 79 Gurgaon,1.85 Cr,1325 sqft,https://www.magicbricks.com/signature-global-city-79b-sector-79-gurgaon-pdpid-4d4235343137363037,16,14,2025-08-12 17:51:16.572608,Posted: 3 months ago,2025-05-14 17:51:16.571695,3,2,3 BHK,Semi-Furnished,1 out of 4,,Signature Global City 79B,,North - East,1 Covered,Freehold,Resale,"Garden/Park, Pool, Main Road",105.3,[],True
"3 BHK Apartment for Sale in Sector 76, Delhi Gurgaon Expressway Gurgaon",2.50 Cr,1656 sqft,https://www.magicbricks.com/whiteland-blissville-sector-76-gurgaon-pdpid-4d4235333335303631,16,16,2025-08-12 17:51:16.574211,Updated 4 weeks ago,2025-07-15 17:51:16.573517,3,,3 BHK,Semi-Furnished,1 out of 4,,Whiteland Blissville,,,,,Resale,,78.9,[],True
"Studio Apartment for Sale in Sector 74, Delhi Gurgaon Expressway Gurgaon",1.55 Cr,630 sqft,https://www.magicbricks.com/m3m-corner-walk-sector-74-gurgaon-pdpid-4d4235313135303437,16,18,2025-08-12 17:51:16.576230,Updated 2 weeks ago,2025-07-29 17:51:16.575273,1,1,Studio,Unfurnished,17 out of 18,,M3M Corner Walk,Ready to Move,East,,Freehold,Resale,"Garden/Park, Main Road",105.3,[],True
2 BHK Builder Floor for Sale in Sector 61 Gurgaon,2.50 Cr,1200 sqft,https://www.magicbricks.com/smartworld-orchard-sector-61-gurgaon-pdpid-4d4235333234323439,16,19,2025-08-12 17:51:16.577663,Updated 4 weeks ago,2025-07-15 17:51:16.576748,2,2,2 BHK,Semi-Furnished,1 out of 4,,Smartworld Orchard,,North - East,,Freehold,Resale,"Garden/Park, Pool",100.0,[],True
4 BHK Builder Floor for Sale in Sector 32 Sohna Gurgaon,3.50 Cr,1900 sqft,https://www.magicbricks.com/central-park-flower-valley-sohna-sector-32-gurgaon-pdpid-4d4235313136323537,16,20,2025-08-12 17:51:16.579545,Updated 3 weeks ago,2025-07-22 17:51:16.578194,4,3,4 BHK,Unfurnished,2 out of 3,,Central Park Flower Valley,Ready to Move,East,,Freehold,Resale,"Garden/Park, Pool, Main Road",105.3,[],True
"2 BHK Builder Floor for Sale in Rajiv Colony, Sector 33, Delhi Gurgaon Expressway Gurgaon",40 Lac,810 sqft,https://www.magicbricks.com/dron-apartment-rajiv-colony-gurgaon-pdpid-4d4235313639343435,16,22,2025-08-12 17:51:16.581638,Updated 1 week ago,2025-08-05 17:51:16.580638,2,2,2 BHK,Semi-Furnished,1 out of 3,,Dron Apartment,Ready to Move,,,Power Of Attorney,Resale,Main Road,100.0,[],True
3 BHK Apartment for Sale in Sector 4 Sohna Gurgaon,60 Lac,754 sqft,https://www.magicbricks.com/arawali-homes-2-sohna-sector-4-gurgaon-pdpid-4d4235313436363535,16,24,2025-08-12 17:51:16.583982,Updated 3 months ago,2025-05-14 17:51:16.582908,2,1,3 BHK,Unfurnished,8 out of 12,,Arawali Homes 2,Ready to Move,East,,Freehold,Resale,"Pool, Garden/Park, Main Road",105.3,[],True
3 BHK Apartment for Sale in Sector 99 Gurgaon,1.39 Cr,1550 sqft,https://www.magicbricks.com/cosmos-express-99-sector-99-gurgaon-pdpid-4d4235303232393135,16,25,2025-08-12 17:51:16.585319,Posted: 3 months ago,2025-05-14 17:51:16.584485,3,,3 BHK,Semi-Furnished,7 out of 10,,Cosmos Express 99,Ready to Move,,,,Resale,,84.2,[],True
"3 BHK Apartment for Sale in Info Technology Park, Sector 34 Gurgaon",3 Cr,1575 sqft,https://www.magicbricks.com/the-residences-info-technology-park-gurgaon-pdpid-4d4235323835363739,16,27,2025-08-12 17:51:16.587721,Posted: 3 months ago,2025-05-14 17:51:16.586610,4,3,3 BHK,Semi-Furnished,3 out of 14,,The Residences,Ready to Move,East,2 Covered,Freehold,Resale,Garden/Park,110.5,[],True
2 BHK Builder Floor for Sale in Gwal Pahari Gurgaon,1.50 Cr,1030 sqft,https://www.magicbricks.com/suncity-vatsal-valley-gwal-pahari-gurgaon-pdpid-4d4235333331343031,16,28,2025-08-12 17:51:16.589101,Updated 1 month ago,2025-07-13 17:51:16.588245,2,,2 BHK,Semi-Furnished,3 out of 4,,Suncity Vatsal Valley,Ready to Move,,,,Resale,,84.2,[],True
3 BHK Builder Floor for Sale in Block C Sushant Lok Phase 1 Gurgaon,2.10 Cr,215 sqyrd,https://www.magicbricks.com/project-sushant-lok-1-block-c-sushant-lok-1-block-c-gurgaon-pdpid-4d4235303830353135,16,30,2025-08-12 17:51:16.591555,Updated 1 month ago,2025-07-13 17:51:16.590377,3,,3 BHK,Semi-Furnished,1 out of 4,,Project Sushant Lok 1 Block C,Ready to Move,North - East,3 Covered,Freehold,Resale,,100.0,[],True
3 BHK Builder Floor for Sale in Sector 71 Gurgaon,2.20 Cr,1650 sqft,https://www.magicbricks.com/trehan-one-good-earth-sector-71-gurgaon-pdpid-4d4235343232343531,17,1,2025-08-12 17:51:24.851756,Updated 3 weeks ago,2025-07-22 17:51:24.850786,3,3,3 BHK,Unfurnished,2 out of 4,,Trehan One Good Earth,Ready to Move,West,,Freehold,Resale,,100.0,[],True
5 BHK Apartment for Sale in Sector 102 Gurgaon,6.50 Cr,5826 sqft,https://www.magicbricks.com/adani-m2k-oyster-grande-sector-102-gurgaon-pdpid-4d4235303836323032,17,2,2025-08-12 17:51:24.853284,"Posted: May 26, '25",,5,4,5 BHK,Unfurnished,22 out of 22,,Adani M2K Oyster Grande,Ready to Move,West,,Freehold,Resale,,94.7,[],True
3 BHK Builder Floor for Sale in Sector 63A Gurgaon,2.75 Cr,2250 sqft,https://www.magicbricks.com/anant-raj-estate-sector-63a-gurgaon-pdpid-4d4235303233383439,17,4,2025-08-12 17:51:24.855389,Updated 2 weeks ago,2025-07-29 17:51:24.854355,3,2,3 BHK,Semi-Furnished,3 out of 4,,Anant Raj Estate,Ready to Move,East,1 Covered,Freehold,Resale,Main Road,110.5,[],True
4 BHK Builder Floor for Sale in Sector 67A Gurgaon,3.20 Cr,2000 sqft,https://www.magicbricks.com/ansal-versalia-sector-67a-gurgaon-pdpid-4d4235303239383931,17,5,2025-08-12 17:51:24.856954,Updated 3 weeks ago,2025-07-22 17:51:24.855963,4,2,4 BHK,Furnished,1 out of 4,,Ansal Versalia,Ready to Move,North - West,2 Covered,Co-operative Society,Resale,Garden/Park,110.5,[],True
5 BHK Apartment for Sale in Sector 30 Gurgaon,15 Cr,5200 sqft,https://www.magicbricks.com/unitech-the-world-spa-sector-30-gurgaon-pdpid-4d4235303338363730,17,6,2025-08-12 17:51:24.858495,Updated 2 weeks ago,2025-07-29 17:51:24.857506,4,4,5 BHK,Semi-Furnished,4 out of 17,,Unitech The World Spa,Ready to Move,South,3 Covered,Freehold,Resale,Pool,110.5,[],True
3 BHK Apartment for Sale in Sector 71 Gurgaon,4 Cr,2100 sqft,https://www.magicbricks.com/signatureglobal-titanium-spr-sector-71-gurgaon-pdpid-4d4235343231353933,17,7,2025-08-12 17:51:24.859964,Updated 3 weeks ago,2025-07-22 17:51:24.859021,2,2,3 BHK,Semi-Furnished,3 out of 35,,Signatureglobal Titanium SPR,,,,Freehold,Resale,"Garden/Park, Pool, Main Road",94.7,[],True
"2 BHK Builder Floor for Sale in Dhorka, Sector 92, Pataudi Road Gurgaon",1.05 Cr,1190 sqft,https://www.magicbricks.com/signature-global-city-92-dhorka-gurgaon-pdpid-4d4235333132373533,17,8,2025-08-12 17:51:24.861298,"Posted: May 29, '25",,2,3,2 BHK,Semi-Furnished,3 out of 4,,Signature Global City 92,,,,,Resale,,78.9,[],True
3 BHK Apartment for Sale in Sector 49 Gurgaon,3.70 Cr,1300 sqft,https://www.magicbricks.com/godrej-aristocrat-sector-49-gurgaon-pdpid-4d4235343138383333,17,9,2025-08-12 17:51:24.862941,Updated 3 months ago,2025-05-14 17:51:24.861860,3,3,3 BHK,Unfurnished,1 out of 30,,Godrej Aristocrat,,East,,Freehold,Resale,"Garden/Park, Pool",100.0,[],True
2 BHK Apartment for Sale in Sector 36 Sohna Gurgaon,77.8 Lac,822 sqft,https://www.magicbricks.com/signature-global-park-sohna-sector-36-gurgaon-pdpid-4d4235313235333935,17,12,2025-08-12 17:51:24.865518,Updated 1 month ago,2025-07-13 17:51:24.864495,2,3,2 BHK,Semi-Furnished,3 out of 4,,Signature Global Park,Ready to Move,East,,Co-operative Society,Resale,,100.0,[],True
"3 BHK Apartment for Sale in Orchid Island, Sector 51, Sohna Road Gurgaon",1.35 Cr,1575 sqft,https://www.magicbricks.com/orchid-island-orchid-island-gurgaon-pdpid-4d4235323035313539,17,13,2025-08-12 17:51:24.867141,Updated 1 week ago,2025-08-05 17:51:24.866225,3,3,3 BHK,Unfurnished,1 out of 2,,Orchid Island,Ready to Move,,,Freehold,Resale,Garden/Park,100.0,[],True
4 BHK Builder Floor for Sale in Sector 5 Gurgaon,1.65 Cr,2200 sqft,https://www.magicbricks.com/huda-flats-part-3-sector-5-gurgaon-pdpid-4d4235303830353838,17,16,2025-08-12 17:51:24.869569,Updated 2 weeks ago,2025-07-29 17:51:24.868614,3,4,4 BHK,Furnished,2 out of 3,,HUDA Flats Part 3,Ready to Move,South,,Freehold,Resale,,100.0,[],True
2 BHK Apartment for Sale in Sector 103 Gurgaon,77.5 Lac,750 sqft,https://www.magicbricks.com/signature-global-grand-iva-sector-103-gurgaon-pdpid-4d4235303835393539,17,17,2025-08-12 17:51:24.871194,Posted: 3 months ago,2025-05-14 17:51:24.870181,2,2,2 BHK,Semi-Furnished,12 out of 14,,Signature Global Grand IVA,Ready to Move,East,,Freehold,Resale,Garden/Park,105.3,[],True
2 BHK Apartment for Sale in Sector 70 Gurgaon,70 Lac,503 sqft,https://www.magicbricks.com/pyramid-urban-homes-sector-70-gurgaon-pdpid-4d4235303733313136,17,19,2025-08-12 17:51:24.873342,"Posted: May 27, '25",,2,,2 BHK,Unfurnished,10 out of 12,,Pyramid Urban Homes,Ready to Move,,,,Resale,,78.9,[],True
3 BHK Apartment for Sale in Sector 47 Gurgaon,2.10 Cr,1275 sqft,https://www.magicbricks.com/unitech-uniworld-garden-sector-47-gurgaon-pdpid-4d4235303031373236,17,20,2025-08-12 17:51:24.874872,Updated 4 weeks ago,2025-07-15 17:51:24.873933,3,3,3 BHK,Semi-Furnished,3 out of 14,,Unitech Uniworld Garden,Ready to Move,,,Freehold,Resale,Garden/Park,100.0,[],True
2 BHK Apartment for Sale in Gurgaon Delhi Expressway Gurgaon,77 Lac,691 sqft,https://www.magicbricks.com/pyramid-heights-delhi-gurgaon-expressway-gurgaon-pdpid-4d4235313234333631,17,21,2025-08-12 17:51:24.876205,"Posted: May 20, '25",,2,,2 BHK,Unfurnished,Ground out of 14,,Pyramid Heights,Ready to Move,,,,Resale,,78.9,[],True
2 BHK Apartment for Sale in Sector 3 Gurgaon,1.55 Cr,1444 sqft,https://www.magicbricks.com/godrej-habitat-sector-3-gurgaon-pdpid-4d4235313232373033,17,22,2025-08-12 17:51:24.877492,Updated 2 weeks ago,2025-07-29 17:51:24.876690,2,4,2 BHK,Semi-Furnished,9 out of 17,,Godrej Habitat,Ready to Move,,,,Resale,,89.5,[],True
4 BHK Apartment for Sale in Sector 108 Gurgaon,5.50 Cr,2343 sqft,https://www.magicbricks.com/sobha-city-sector-108-gurgaon-pdpid-4d4235303836323234,17,23,2025-08-12 17:51:24.879349,Updated 3 months ago,2025-05-14 17:51:24.878087,4,3,4 BHK,Unfurnished,2 out of 24,,Sobha City,Ready to Move,East,,Freehold,Resale,"Garden/Park, Pool, Main Road",105.3,[],True
3 BHK Apartment for Sale in Sector 112 Gurgaon,3.33 Cr,2225 sqft,https://www.magicbricks.com/tata-gurgaon-gateway-sector-112-gurgaon-pdpid-4d4235303239353935,17,24,2025-08-12 17:51:24.880980,Updated 2 weeks ago,2025-07-29 17:51:24.879951,2,3,3 BHK,Semi-Furnished,1 out of 24,,Tata Gurgaon Gateway,Ready to Move,North - East,2 Covered,Freehold,Resale,Garden/Park,110.5,[],True
3 BHK Apartment for Sale in Sector 70 Gurgaon,1.20 Cr,645 sqft,https://www.magicbricks.com/pyramid-infinity-sector-70-gurgaon-pdpid-4d4235323435353837,17,25,2025-08-12 17:51:24.882249,Updated 1 week ago,2025-08-05 17:51:24.881465,2,,3 BHK,Unfurnished,11 out of 14,,Pyramid Infinity,,,,,Resale,,78.9,[],True
3 BHK Apartment for Sale in Sector 66 Gurgaon,4.15 Cr,1950 sqft,https://www.magicbricks.com/emaar-the-palm-drive-sector-66-gurgaon-pdpid-4d4235303232343832,17,26,2025-08-12 17:51:24.883494,"Posted: May 27, '25",,4,,3 BHK,Semi-Furnished,12 out of 17,,Emaar The Palm Drive,Ready to Move,,,,Resale,,78.9,[],True
"4 BHK Villa for Sale in Nirvana Country, Sector 50 Gurgaon",17 Cr,2583 sqft,https://www.magicbricks.com/unitech-deerwood-nirvana-country-gurgaon-pdpid-4d4235303031373436,17,27,2025-08-12 17:51:24.885121,Updated 2 weeks ago,2025-07-29 17:51:24.883993,4,,4 BHK,Semi-Furnished,,,Unitech Deerwood,Ready to Move,East,,Freehold,Resale,,89.5,[],True
"2 BHK Apartment for Sale in Sector 37D, Delhi Gurgaon Expressway Gurgaon",1.30 Cr,1488 sqft,https://www.magicbricks.com/bptp-park-serene-sector-37d-gurgaon-pdpid-4d4235303233323032,17,28,2025-08-12 17:51:24.886417,Updated 3 weeks ago,2025-07-22 17:51:24.885622,2,3,2 BHK,Semi-Furnished,4 out of 14,,BPTP PARK SERENE,Ready to Move,,,,Resale,,89.5,[],True
3 BHK Apartment for Sale in Sector 71 Gurgaon,2.45 Cr,1900 sqft,https://www.magicbricks.com/trehan-luxury-floors-sector-71-gurgaon-pdpid-4d4235343138353233,17,30,2025-08-12 17:51:24.888334,Updated 3 weeks ago,2025-07-22 17:51:24.887443,4,2,3 BHK,Semi-Furnished,Carpet Area1900 sqftStatusReady to MoveFloor3 out of 4TransactionNew PropertyFurnishingSemi-FurnishedfacingNorth - EastSocietyTrehan Luxury FloorsOwnershipFreeholdBathroom4Balcony2,,Trehan Luxury Floors,Ready to Move,North - East,,Freehold,New Property,,100.0,[],True
Plot/Land for Sale in Sector 10 Gurgaon,3.28 Cr,2368 sqft,https://www.magicbricks.com/sector-10-rwa-sector-10-gurgaon-pdpid-4d4235303635373434,18,1,2025-08-12 17:51:33.210902,Updated 1 month ago,2025-07-13 17:51:33.209988,,,Plot,,,,Sector 10 RWA,,18 m,,Freehold,Resale,Main Road,78.9,[],True
"3 BHK Apartment for Sale in Sector 37D, Delhi Gurgaon Expressway Gurgaon",95 Lac,2025 sqft,https://www.magicbricks.com/ramprastha-the-skyz-sector-37d-gurgaon-pdpid-4d4235303239373538,18,2,2025-08-12 17:51:33.212200,"Posted: May 29, '25",,4,,3 BHK,Unfurnished,7 out of 19,,Ramprastha The Skyz,,,,,Resale,,73.7,[],True
3 BHK Apartment for Sale in Sector 80 Gurgaon,2.97 Cr,1945 sqft,https://www.magicbricks.com/conscient-parq-sector-80-gurgaon-pdpid-4d4235343230373839,18,3,2025-08-12 17:51:33.213930,Updated 4 weeks ago,2025-07-15 17:51:33.212743,3,3,3 BHK,Semi-Furnished,11 out of 34,,Conscient PARQ,,North,,Freehold,Resale,Garden/Park,100.0,[],True
2 BHK Apartment for Sale in Sector 79 Gurgaon,1.17 Cr,850 sqft,https://www.magicbricks.com/m3m-antalya-hills-phase-i-sector-79-gurgaon-pdpid-4d4235333930323531,18,4,2025-08-12 17:51:33.217018,Updated 1 month ago,2025-07-13 17:51:33.215012,2,2,2 BHK,Unfurnished,4 out of 4,,M3M Antalya Hills Phase I,Ready to Move,East,,Freehold,Resale,"Garden/Park, Pool, Main Road",105.3,[],True
4 BHK Builder Floor for Sale in Sector 63A Gurgaon,6.50 Cr,143 sqm,https://www.magicbricks.com/birla-navya-sector-63a-gurgaon-pdpid-4d4235313430393333,18,7,2025-08-12 17:51:33.219501,Posted: 3 months ago,2025-05-14 17:51:33.218572,4,3,4 BHK,Unfurnished,1 out of 4,,Birla Navya,Ready to Move,Read more,3 Covered,Freehold,Resale,,105.3,[],True
"3 BHK Apartment for Sale in Sector 76, Delhi Gurgaon Expressway Gurgaon",1.78 Cr,1100 sqft,https://www.magicbricks.com/whiteland-blissville-sector-76-gurgaon-pdpid-4d4235333335303631,18,10,2025-08-12 17:51:33.222504,Updated 2 weeks ago,2025-07-29 17:51:33.221379,2,3,3 BHK,Semi-Furnished,3 out of 4,,Whiteland Blissville,,North,,Freehold,New Property,"Garden/Park, Pool",100.0,[],True
"3 BHK Apartment for Sale in Mianwali Colony, Sector 12A Gurgaon",1.05 Cr,1100 sqft,https://www.magicbricks.com/project-mianwali-colony-mianwali-colony-gurgaon-pdpid-4d4235303737383331,18,11,2025-08-12 17:51:33.224196,Updated 1 week ago,2025-08-05 17:51:33.223238,3,1,3 BHK,Semi-Furnished,1 out of 4,,Project Mianwali Colony,Ready to Move,North - West,,Freehold,Resale,Main Road,105.3,[],True
2 BHK Builder Floor for Sale in Sector 89 Gurgaon,1.32 Cr,897 sqft,https://www.magicbricks.com/smart-world-gems-sector-89-gurgaon-pdpid-4d4235333234333739,18,12,2025-08-12 17:51:33.225741,Updated 1 month ago,2025-07-13 17:51:33.224758,2,2,2 BHK,Unfurnished,4 out of 4,,Smart World Gems,Ready to Move,North - East,,Freehold,New Property,Main Road,105.3,[],True
2 BHK Apartment for Sale in Sector 95 Gurgaon,60 Lac,549 sqft,https://www.magicbricks.com/rof-ananda-sector-95-gurgaon-pdpid-4d4235303936373533,18,13,2025-08-12 17:51:33.227324,Updated 1 month ago,2025-07-13 17:51:33.226288,2,1,2 BHK,Unfurnished,2 out of 14,,Rof Ananda,Ready to Move,,1 Open,Freehold,Resale,"Garden/Park, Main Road",105.3,[],True
"3 BHK Apartment for Sale in Behrampur Village, Sector 71, Sohna Road Gurgaon",1.60 Cr,1485 sqft,https://www.magicbricks.com/chd-avenue-71-behrampur-village-gurgaon-pdpid-4d4235303233303330,18,14,2025-08-12 17:51:33.228944,Posted: 3 months ago,2025-05-14 17:51:33.227908,3,4,3 BHK,Unfurnished,3 out of 15,,CHD Avenue 71,Ready to Move,North - East,"1 Covered,",Freehold,Resale,Garden/Park,110.5,[],True
2 BHK Apartment for Sale in Sohna Gurgaon,40 Lac,468 sqft,https://www.magicbricks.com/gls-arawali-homes-sohna-gurgaon-pdpid-4d4235303833323436,18,15,2025-08-12 17:51:33.230806,"Posted: May 26, '25",,2,2,2 BHK,Semi-Furnished,12 out of 14,,GLS Arawali Homes,Ready to Move,South,,Freehold,Resale,,94.7,[],True
3 BHK Apartment for Sale in Sector 102 Gurgaon,2.75 Cr,1942 sqft,https://www.magicbricks.com/conscient-heritage-max-sector-102-gurgaon-pdpid-4d4235303232393339,18,16,2025-08-12 17:51:33.232309,Updated 3 days ago,2025-08-09 17:51:33.231392,4,4,3 BHK,Semi-Furnished,1 out of 22,,Conscient Heritage Max,Ready to Move,East,,Freehold,Resale,Garden/Park,105.3,[],True
3 BHK Apartment for Sale in Sector 69 Gurgaon,2.70 Cr,1578 sqft,https://www.magicbricks.com/tulip-violet-sector-69-gurgaon-pdpid-4d4235303137313639,18,17,2025-08-12 17:51:33.233781,Posted: 3 months ago,2025-05-14 17:51:33.232793,3,3,3 BHK,Semi-Furnished,7 out of 12,,Tulip Violet,Ready to Move,,,,Resale,,89.5,[],True
1 BHK Apartment for Sale in Sohna Gurgaon,38 Lac,474 sqft,https://www.magicbricks.com/hcbs-sports-ville-sohna-gurgaon-pdpid-4d4235303738353937,18,18,2025-08-12 17:51:33.235312,Updated 1 month ago,2025-07-13 17:51:33.234326,1,1,1 BHK,Unfurnished,8 out of 10,,HCBS Sports Ville,Ready to Move,,,Freehold,Resale,"Garden/Park, Main Road",100.0,[],True
3 BHK Apartment for Sale in Sector 88A Gurgaon,3 Cr,2066 sqft,https://www.magicbricks.com/godrej-oasis-sector-88a-gurgaon-pdpid-4d4235303431363339,18,20,2025-08-12 17:51:33.237291,"Posted: May 28, '25",,3,3,3 BHK,Semi-Furnished,10 out of 13,,Godrej Oasis,Ready to Move,,,Co-operative Society,Resale,"Garden/Park, Pool, Main Road",94.7,[],True
4 BHK Apartment for Sale in Bptp Gurgaon,5 Cr,3044 sqft,https://www.magicbricks.com/bptp-park-prime-sector-66-gurgaon-pdpid-4d4235303832383435,18,22,2025-08-12 17:51:33.239718,Posted: 3 months ago,2025-05-14 17:51:33.238464,4,3,4 BHK,Semi-Furnished,8 out of 18,,BPTP park prime,Ready to Move,South,,Freehold,Resale,"Garden/Park, Pool",105.3,[],True
